show_id,type,title,director,cast,country,date_added,release_year,rating,duration,genres,language,description,popularity,vote_count,vote_average,budget,revenue
80278,Movie,The Impossible,J.A. Bayona,"Naomi Watts, Ewan McGregor, Tom Holland, Samuel Joslin, Oaklee Pendergast","Spain, United States of America",2012-09-09,2012,7.362,,"Drama, Thriller, History",en,"In December 2004, close-knit family Maria, Henry and their three sons begin their winter vacation in Thailand. But the day after Christmas, the idyllic holiday turns into an incomprehensible nightmare when a terrifying roar rises from the depths of the sea, followed by a wall of black water that devours everything in its path. Though Maria and her family face their darkest hour, unexpected displays of kindness and courage ameliorate their terror.",28.089,6338,7.362,45000000,198100000
93858,Movie,Tabu,Miguel Gomes,"Teresa Madruga, Laura Soveral, Ana Moreira, Henrique Espírito Santo, Carloto Cotta","Brazil, France, Germany, Portugal",2012-04-05,2012,7.0,,"Drama, Romance",pt,"Lisbon, Portugal, 2010. Pilar, a pious woman devoted to social causes, maintains a peculiar relationship with her neighbor Aurora, a temperamental old woman obsessed with gambling who lives tormented by a mysterious past.",27.859,163,7.0,0,0
82695,Movie,Les Misérables,Tom Hooper,"Hugh Jackman, Russell Crowe, Anne Hathaway, Amanda Seyfried, Sacha Baron Cohen","United Kingdom, United States of America",2012-12-18,2012,7.3,,"History, Drama",en,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France. Jean Valjean, a man imprisoned for stealing bread, must flee a relentless policeman named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France.",27.716,5311,7.3,61000000,442636309
114478,Movie,Starship Troopers: Invasion,Shinji Aramaki,"Luci Christian, David Anthony Matranga, Justin Doran, David Wald, Andrew Love","Japan, United States of America",2012-08-28,2012,5.856,,"Animation, Action, Science Fiction",en,"The troopers of two starships have joined forces to terminate a massive bug attack at a Federation outpost. Before the mission can be completed and the survivors evacuated, one ship abruptly departs and goes inexplicably dark. The remaining battle-hardened troopers race to the rescue only to discover that the threat from the bugs is about to hit home.",27.3,400,5.856,0,193425
62214,Movie,Frankenweenie,Tim Burton,"Catherine O'Hara, Martin Short, Martin Landau, Charlie Tahan, Atticus Shaffer",United States of America,2012-10-04,2012,6.992,,"Animation, Comedy, Family",en,"When a car hits young Victor's pet dog Sparky, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors, he has to convince them that Sparky's still the good, loyal friend he was.",26.921,3386,6.992,39000000,81493846
68734,Movie,Argo,Ben Affleck,"Ben Affleck, Bryan Cranston, Alan Arkin, John Goodman, Victor Garber","United Kingdom, United States of America",2012-10-11,2012,7.278,,"Drama, Thriller",en,"As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.",26.873,8352,7.278,44500000,232300000
127533,Movie,Rurouni Kenshin Part I: Origins,Keishi Otomo,"Takeru Satoh, Emi Takei, Koji Kikkawa, Yu Aoi, Munetaka Aoki",Japan,2012-08-25,2012,7.522,,"Adventure, Action, Fantasy, War, History",ja,"In 1868, after the Bakumatsu war ends, the ex-assassin Kenshin Himura traverses Japan with an inverted sword, to defend the needy without killing.",26.841,825,7.522,0,61700000
110420,Movie,Wolf Children,Mamoru Hosoda,"Haru Kuroki, Yukito Nishii, Aoi Miyazaki, Takao Osawa, Momoka Ohno",Japan,2012-07-21,2012,8.2,,"Animation, Family, Drama, Fantasy",ja,"After her werewolf lover unexpectedly dies in an accident, a woman must find a way to raise the son and daughter that she had with him. However, their inheritance of their father's traits prove to be a challenge for her.",26.703,2305,8.2,0,55060661
83542,Movie,Cloud Atlas,"Lilly Wachowski, Lana Wachowski, Tom Tykwer","Tom Hanks, Halle Berry, Jim Broadbent, Hugo Weaving, Jim Sturgess","Germany, United States of America, China, Hong Kong, Singapore",2012-10-26,2012,6.886,,"Drama, Science Fiction",en,"A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.",26.684,7127,6.886,102000000,130482868
167313,Movie,Monster High: Why Do Ghouls Fall in Love?,"Steve Sacks, Dustin McKenzie","Debi Derryberry, Ogie Banks, Jonathan Lipow, Erin Fitzgerald, Kate Higgins",United States of America,2012-02-12,2012,8.0,,"Fantasy, Animation",en,"Draculaura’s Sweet 1600th birthday is an extra special occasion to party at Monster High! But her high expectations lead to deadly results when she’s faced with the choice between practical boyfriend Clawd, and new vampire heartthrob, Valentine, a romantic blast from her past. Her ghoulfriends find it odd that Valentine created a holiday in her honor, but oddly named it after himself (how romantic?) and have to stop him before he steals her heart… literally. Draculaura must decide which boy is right for her before the party! Will she find out about Valentine’s sinister plan? Will her best ghoulfriends be able to help her in time? And most importantly… will Draculaura pass her driving test?",26.274,171,8.0,0,0
62764,Movie,Mirror Mirror,Tarsem Singh,"Lily Collins, Julia Roberts, Armie Hammer, Nathan Lane, Martin Klebba",United States of America,2012-03-15,2012,5.9,,"Adventure, Comedy, Family, Fantasy",en,"After she spends all her money, an evil enchantress queen schemes to marry a handsome, wealthy prince. There's just one problem - he's in love with a beautiful princess, Snow White. Now, joined by seven rebellious dwarves, Snow White launches an epic battle of good vs. evil...",26.259,3167,5.9,85000000,183018522
60747,Movie,Red Dawn,Dan Bradley,"Chris Hemsworth, Josh Peck, Josh Hutcherson, Isabel Lucas, Adrianne Palicki",United States of America,2012-03-15,2012,5.706,,"Action, Thriller",en,"A city in Washington state awakens to the surreal sight of foreign paratroopers dropping from the sky—shockingly, the U.S. has been invaded and their hometown is the initial target. Quickly and without warning, the citizens find themselves prisoners and their town under enemy occupation. Determined to fight back, a group of young patriots seek refuge in the surrounding woods, training and reorganizing themselves into a guerrilla group of fighters.",26.192,1635,5.706,65000000,44806783
75174,Movie,The Grey,Joe Carnahan,"Liam Neeson, Dermot Mulroney, Frank Grillo, Dallas Roberts, Nonso Anozie","United Kingdom, United States of America",2012-01-26,2012,6.6,,"Action, Adventure, Drama, Thriller",en,"Following a grueling five-week shift at an Alaskan oil refinery, workers led by sharpshooter John Ottway are flying home for a much-needed vacation. But a brutal storm causes their plane to crash in the frozen wilderness, and only eight men, including Ottway, survive. As they trek southward toward civilization and safety, Ottway and his companions must battle mortal injuries, the icy elements, and a pack of hungry wolves.",25.95,3860,6.6,25000000,79781695
82693,Movie,Silver Linings Playbook,David O. Russell,"Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver, Chris Tucker",United States of America,2012-11-16,2012,7.1,,"Drama, Comedy, Romance",en,"After losing his job and wife, and spending time in a institution, a former teacher winds up living with his parents. He wants to rebuild his life and reconcile with his wife, but his father would be happy if he shared his obsession with the Philadelphia Eagles. Things get complicated when he meets a woman, who offers to help him reconnect with his wife, if he will do something very important for her in exchange.",25.933,12075,7.1,21000000,236412453
111083,Movie,The Body,Oriol Paulo,"Jose Coronado, Hugo Silva, Belén Rueda, Aura Garrido, Cristina Plazas",Spain,2012-12-21,2012,7.5,,"Thriller, Mystery",es,"A woman’s body disappears mysteriously from the morgue without a trace. Police inspector Jaime Peña investigates the strange occurrence with the help of Álex Ulloa, the widower of the missing woman.",25.87,1274,7.5,0,0
151870,Movie,Minecraft: The Story of Mojang,Paul Owens,"Markus Persson, Jens Bergensten, Jakob Porser, Carl Manneh, Peter Molyneux","Sweden, United States of America",2012-12-23,2012,7.0,,Documentary,en,"Minecraft: The Story of Mojang is a feature-length documentary that follows the young company over the course of its first year as their profile expanded across the world stage and into the homes of millions of gamers. Featuring insights from industry icons, journalists, tastemakers, and players profoundly impacted by the game, the film serves as a time capsule for one of this generation's most unorthodox success stories.",25.764,44,7.0,210297,0
77174,Movie,ParaNorman,"Sam Fell, Chris Butler","Kodi Smit-McPhee, Tucker Albrizzi, Jodelle Ferland, Anna Kendrick, Casey Affleck",United States of America,2012-08-03,2012,6.989,,"Family, Animation, Adventure, Comedy",en,"In the town of Blithe Hollow, Norman Babcock can speak to the dead, but no one other than his eccentric new friend believes his ability is real. One day, Norman's eccentric uncle tells him of a ritual he must perform to protect the town from a curse cast by a witch centuries ago.",25.704,2559,6.989,60000000,107139399
49049,Movie,Dredd,Pete Travis,"Karl Urban, Olivia Thirlby, Lena Headey, Wood Harris, Langley Kirkwood","South Africa, United Kingdom, United States of America, India",2012-09-07,2012,6.84,,"Action, Science Fiction",en,"In the future, America is a dystopian wasteland. The latest scourge is Ma-Ma, a prostitute-turned-drug pusher with a dangerous new drug and aims to take over the city. The only possibility of stopping her is an elite group of urban police called Judges, who combine the duties of judge, jury and executioner to deliver a brutal brand of swift justice. But even the top-ranking Judge, Dredd, discovers that taking down Ma-Ma isn’t as easy as it seems in this explosive adaptation of the hugely popular comic series.",25.039,5115,6.84,50000000,41037742
72387,Movie,Safe,Boaz Yakin,"Jason Statham, Chris Sarandon, James Hong, Catherine Chan, Robert John Burke","India, United States of America",2012-04-16,2012,6.485,,"Action, Crime, Thriller",en,"After a former elite agent rescues a 12-year-old Chinese girl who's been abducted, they find themselves in the middle of a standoff between Triads, the Russian Mafia and high-level corrupt New York City politicians and police.",24.751,2487,6.485,30000000,40300000
175168,Movie,Rape Zombie: Lust of the Dead,Naoyuki Tomomatsu,"Alice Ozawa, Asami, Yui Aikawa, Saya Kobayashi, Takeshi Nakazawa",Japan,2012-07-13,2012,6.4,,"Comedy, Horror",ja,"After a nuclear attack in Tokyo, the female population is attacked by infected males who have become sex-crazed zombies, hungry for human flesh. Officeworker Momoko and nurse Nozomi seek shelter in a Shinto Shrine, where they meet housewife Kanae and school girl Tamae. With no choices left to them, the group of girls decides to take a stand and arm themselves with assault rifles and explosives to fight off hordes of horny zombies. What is the secret to killing the zombies for good?",24.707,225,6.4,0,0
87825,Movie,Trouble with the Curve,Robert Lorenz,"Clint Eastwood, Amy Adams, Justin Timberlake, Matthew Lillard, Jack Gilpin",United States of America,2012-09-21,2012,6.993,,"Drama, Romance",en,"Slowed by age and failing eyesight, crack baseball scout Gus Lobel takes his grown daughter along as he checks out the final prospect of his career. Along the way, the two renew their bond, and she catches the eye of a young player-turned-scout.",24.514,1604,6.993,60000000,49000000
98567,Movie,Chinese Zodiac,Jackie Chan,"Jackie Chan, Yao Xingtong, Kwon Sang-woo, Zhang Lanxin, Liao Fan","China, Hong Kong",2012-12-20,2012,6.2,,"Action, Adventure",cn,"Asian Hawk leads a mercenary team to recover several lost artifacts from the Old Summer Palace, the bronze heads of the 12 Chinese Zodiac animals which were sacked by the French and British armies from the imperial Summer Palace in Beijing in 1860. Assisted by a Chinese student & a Parisian lady, Hawk stops at nothing to accomplish the mission.",24.3,823,6.2,26000000,171300000
103332,Movie,Ruby Sparks,"Jonathan Dayton, Valerie Faris","Paul Dano, Zoe Kazan, Chris Messina, Annette Bening, Antonio Banderas",United States of America,2012-07-25,2012,7.1,,"Comedy, Romance, Fantasy, Drama",en,"Calvin is a young novelist who achieved phenomenal success early in his career but is now struggling with his writing – as well as his romantic life. Finally, he makes a breakthrough and creates a character named Ruby who inspires him. When Calvin finds Ruby, in the flesh, sitting on his couch about a week later, he is completely flabbergasted that his words have turned into a living, breathing person.",23.735,1651,7.1,8000000,9368803
89492,Movie,This Is 40,Judd Apatow,"Paul Rudd, Leslie Mann, John Lithgow, Megan Fox, Maude Apatow",United States of America,2012-12-20,2012,5.9,,Comedy,en,"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",23.489,2176,5.9,35000000,88200000
130925,Movie,Partysaurus Rex,Mark A. Walsh,"Wallace Shawn, Tom Hanks, Tim Allen, Corey Burton, Tony Cox",Canada,2012-09-14,2012,7.12,,"Family, Animation, Comedy",en,"When Rex finds himself left behind in the bathroom, he puts his limbs to use by getting a bath going for a bunch of new toy friends.",23.197,486,7.12,0,0
113947,Movie,The Sessions,Ben Lewin,"John Hawkes, Helen Hunt, William H. Macy, Moon Bloodgood, Annika Marks",United States of America,2012-05-02,2012,6.902,,"Drama, Romance, Comedy",en,"Though a childhood bout with polio left him dependent on an iron lung, Mark O'Brien maintains a career as a journalist and poet. A writing assignment dealing with sex and the disabled piques Mark's curiosity, and he decides to investigate the possibility of experiencing sex himself. When his overtures toward a caregiver scare her away, he books an appointment with sex surrogate Cheryl Cohen-Greene to lose his virginity.",23.013,564,6.902,1000000,9138338
72570,Movie,The Vow,Michael Sucsy,"Rachel McAdams, Channing Tatum, Sam Neill, Scott Speedman, Jessica Lange",United States of America,2012-02-05,2012,7.2,,"Drama, Romance",en,"Happy young married couple Paige and Leo are, well, happy. Then a car accident puts Paige into a life-threatening coma. Upon awakening she has lost the previous five years of memories, including those of her beloved Leo, her wedding, a confusing relationship with her parents, or the ending of her relationship with her ex-fiance. Despite these complications, Leo endeavors to win her heart again and rebuild their marriage.",22.748,4073,7.2,30000000,196114570
132137,Movie,Werewolf: The Beast Among Us,Louis Morneau,"Ed Quinn, Guy Wilson, Stephen Rea, Rachel DiPillo, Adam Croasdell",United States of America,2012-10-09,2012,5.9,,"Drama, Horror, Thriller",en,"Set in a 19th century village, a young man studying under a local doctor joins a team of hunters on the trail of a wolf-like creature.",22.322,249,5.9,5000000,0
121875,Movie,In the House,François Ozon,"Fabrice Luchini, Kristin Scott Thomas, Ernst Umhauer, Emmanuelle Seigner, Bastien Ughetto",France,2012-09-26,2012,7.237,,"Comedy, Drama, Mystery, Thriller",fr,"A sixteen-year-old boy insinuates himself into the house of a fellow student from his literature class and writes about it in essays for his French teacher. Faced with this gifted and unusual pupil, the teacher rediscovers his enthusiasm for his work, but the boy’s intrusion will unleash a series of uncontrollable events.",22.273,843,7.237,0,11879046
113594,Movie,A Turtle's Tale 2: Sammy's Escape from Paradise,"Vincent Kesteloot, Ben Stassen","Kaitlyn Maher, Carter Hastings, Alan Shearman, Khary Payton, Carlos Alazraqui","Belgium, France, Italy, United Kingdom, United States of America",2012-08-01,2012,5.8,,"Adventure, Animation, Family",en,"Sammy and Ray, leatherback turtles and friends forever, are enjoying an atoll's water and sand, shepherding new hatchlings Ricky and Ella out to sea. Suddenly, a poacher swoops in and ships them off to be part of a spectacular aquarium show for tourists in Dubai. The kingpin of the place, Big D the seahorse, enlists them in his plans for a great escape. But with their new friends Jimbo the bug-eyed blob fish and Lulu the snippy lobster, Annabel the sweet Octopus, and a whole family of penguins, Sammy and Ray hatch breakout plans of their own. That is when little Ricky and Ella arrive, determined to break in to rescue them. After a series of thrilling adventures and narrow escapes, our heroes head south to meet up with Shelly, Sammy's first and only love.",22.153,207,5.8,0,0
127493,Movie,Stolen,Simon West,"Nicolas Cage, Sami Gayle, Josh Lucas, Malin Åkerman, Danny Huston",United States of America,2012-09-06,2012,5.465,,"Action, Crime, Thriller",en,"Master thief Will Montgomery is just released from the State penitentiary after serving a 10 year sentence, is contacted by Vincent, his ex comrade in crime, who is holding Will’s teenage daughter ransom in a hijacked taxi cab. Vincent will only surrender her when Will reveals the whereabouts of the 20 million dollars he contrived to conceal from their last robbery.",22.067,1032,5.465,35000000,2106557
127372,Movie,Emperor,Peter Webber,"Matthew Fox, Tommy Lee Jones, Eriko Hatsune, Masayoshi Haneda, Kaori Momoi","Japan, United States of America",2012-09-14,2012,6.1,,"Drama, History, War",en,"As the Japanese surrender at the end of WWII, Gen. Fellers is tasked with deciding if Emperor Hirohito will be hanged as a war criminal. Influencing his ruling is his quest to find Aya, an exchange student he met years earlier in the U.S.",22.063,256,6.1,0,14858240
71668,Movie,Piranha 3DD,John Gulager,"Danielle Panabaker, Matt Bush, Katrina Bowden, Jean-Luc Bilodeau, David Koechner",United States of America,2012-05-11,2012,4.314,,"Horror, Thriller, Comedy",en,"After the events at Lake Victoria, the prehistoric school of blood-thirsty piranhas make their way into swimming pools, plumbing, and a newly opened water park.",22.009,1072,4.314,5000000,8493728
176983,Movie,One Piece Film: Z,Tatsuya Nagamine,"Mayumi Tanaka, Kazuya Nakai, Akemi Okamura, Kappei Yamaguchi, Hiroaki Hirata",Japan,2012-12-15,2012,7.488,,"Animation, Fantasy, Action, Adventure",ja,"Zephyr, now known as Z, rides the seas with only one goal: Destroy all pirates and their dreams at becoming King of Pirates. When Luffy and his crew encounter him at sea, not only are they utterly defeated by the man with an arm made of Seastone, Nami, Robin, and Chopper are turned 10 years younger due to Z's minion Ain. Luffy is so determined to win against him that he does not even notice Z's master plan that could sacrifice thousands of lives.",21.987,523,7.488,0,74223861
85446,Movie,Step Up Revolution,Scott Speer,"Kathryn McCormick, Ryan Guzman, Misha Gabriel, Stephen 'tWitch' Boss, Cleopatra Coleman",United States of America,2012-07-26,2012,6.9,,"Music, Drama, Romance",en,"Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans.",21.968,2049,6.9,33000000,140470746
82650,Movie,Diary of a Wimpy Kid: Dog Days,David Bowers,"Zachary Gordon, Robert Capron, Devon Bostick, Peyton List, Steve Zahn","United States of America, Canada",2012-08-02,2012,6.3,,"Comedy, Family",en,"It's summertime, and Greg Heffley is looking forward to playing video games and spending time with his friends. However, Greg's dad has other plans: He's decided that some father-son bonding time is in order. Desperate to prevent his dad from ruining summer vacation, Greg pretends he has a job at a ritzy country club. But Greg's plan backfires, leaving him in the middle of embarrassing mishaps and a camping trip gone wrong.",21.719,976,6.3,22000000,76196538
76494,Movie,What to Expect When You're Expecting,Kirk Jones,"Jennifer Lopez, Chace Crawford, Anna Kendrick, Cameron Diaz, Elizabeth Banks",United States of America,2012-05-17,2012,5.997,,"Romance, Comedy, Drama",en,"Challenges of impending parenthood turn the lives of five couples upside down. Two celebrities are unprepared for the surprise demands of pregnancy; hormones wreak havoc on a baby-crazy author, while her husband tries not to be outdone by his father, who's expecting twins with his young trophy wife; a photographer's husband isn't sure about his wife's adoption plans; a one-time hook-up results in a surprise pregnancy for rival food-truck owners.",21.541,1796,5.997,40000000,79700000
138038,Movie,Girl vs. Monster,Stuart Gillard,"Olivia Holt, Jennifer Aspen, Kerris Dorsey, Katherine McNamara, Tracy Dawson","Canada, United States of America",2012-10-12,2012,6.3,,"Family, Comedy, Science Fiction, TV Movie",en,Skylar finds out that her parents are monster hunters after she accidentally releases some monsters from a secret containment chamber; so she and her techno friends must recapture all the monsters and also save her mom and dad from these monsters who are out for revenge.,21.497,271,6.3,0,0
72976,Movie,Lincoln,Steven Spielberg,"Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt, James Spader","India, United States of America",2012-11-09,2012,6.9,,"History, Drama",en,"The revealing story of the 16th US President's tumultuous final months in office. In a nation divided by war and the strong winds of change, Lincoln pursues a course of action designed to end the war, unite the country and abolish slavery. With the moral courage and fierce determination to succeed, his choices during this critical moment will change the fate of generations to come.",21.453,3812,6.9,65000000,275300000
75674,Movie,Act of Valor,"Mike McCoy, Scott Waugh","Roselyn Sánchez, Emilio Rivera, Gonzalo Menendez, Marissa Labog, Nestor Serrano",United States of America,2012-02-24,2012,6.5,,"Action, Thriller, War",en,"When a covert mission to rescue a kidnapped CIA operative uncovers a chilling plot, an elite, highly trained U.S. SEAL team speeds to hotspots around the globe, racing against the clock to stop a deadly terrorist attack.",21.244,1155,6.5,12000000,82499399
77883,Movie,The Possession,Ole Bornedal,"Jeffrey Dean Morgan, Kyra Sedgwick, Natasha Calis, Madison Davenport, Rob LaBelle","United States of America, Canada",2012-08-30,2012,6.037,,"Horror, Thriller",en,"A young girl buys an antique box at a yard sale, unaware that inside the collectible lives a malicious ancient spirit. The girl's father teams with his ex-wife to find a way to end the curse upon their child.",21.164,1610,6.037,14000000,85400000
134375,Movie,Home Alone: The Holiday Heist,Peter Hewitt,"Christian Martyn, Jodelle Ferland, Malcolm McDowell, Debi Mazar, Eddie Steeples",Canada,2012-12-03,2012,5.2,,"Comedy, Family, TV Movie",en,"10-year-old Finn is terrified to learn his family is relocating from sunny California to Maine in the scariest house he has ever seen! Convinced that his new house is haunted, Finn sets up a series of elaborate traps to catch the “ghost” in action. Left home alone with his sister while their parents are stranded across town, Finn’s traps catch a new target – a group of thieves who have targeted Finn’s house.",21.005,436,5.2,11000000,0
65086,Movie,The Woman in Black,James Watkins,"Daniel Radcliffe, Ciarán Hinds, Janet McTeer, Liz White, Tim McMullan","Canada, United Kingdom",2012-02-03,2012,6.1,,"Drama, Horror, Thriller",en,"The story follows a young lawyer, Arthur Kipps, who is ordered to travel to a remote village and sort out a recently deceased client’s papers. As he works alone in the client’s isolated house, Kipps begins to uncover tragic secrets, his unease growing when he glimpses a mysterious woman dressed only in black. Receiving only silence from the locals, Kipps is forced to uncover the true identity of the Woman in Black on his own, leading to a desperate race against time when he discovers her true identity.",20.822,3481,6.1,32000000,129000000
59962,Movie,This Means War,McG,"Reese Witherspoon, Chris Pine, Tom Hardy, Til Schweiger, Chelsea Handler",United States of America,2012-02-14,2012,6.2,,"Action, Comedy, Romance",en,Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman.,20.733,3407,6.2,65000000,156974557
134597,Movie,The Collection,Marcus Dunstan,"Josh Stewart, Emma Fitzpatrick, Christopher McDonald, Johanna Braddy, Lee Tergesen",United States of America,2012-11-30,2012,6.4,,"Horror, Thriller",en,"Arkin escapes with his life from the vicious grips of ""The Collector"" during an entrapment party where he adds beautiful Elena to his ""Collection."" Instead of recovering from the trauma, Arkin is suddenly abducted from the hospital by mercenaries hired by Elena's wealthy father. Arkin is blackmailed to team up with the mercenaries and track down The Collector's booby trapped warehouse and save Elena.",20.579,1037,6.4,0,6842058
10679,Movie,Iron Sky,Timo Vuorensola,"Julia Dietze, Christopher Kirby, Götz Otto, Udo Kier, Peta Sergeant","Finland, Germany, Australia",2012-04-04,2012,5.7,,"Action, Comedy, Science Fiction",en,"In the last moments of World War II, a secret Nazi space program evaded destruction by fleeing to the Dark Side of the Moon. During 70 years of utter secrecy, the Nazis construct a gigantic space fortress with a massive armada of flying saucers.",20.331,1629,5.7,7500000,10109659
114606,Movie,Cockneys vs Zombies,Matthias Hoene,"Rasmus Hardiker, Harry Treadaway, Michelle Ryan, Georgia King, Jack Doolan",United Kingdom,2012-08-31,2012,5.685,,"Comedy, Horror",en,A group of Cockneys arm themselves to rescue their elderly relative and his retirement home friends who are trapped and fighting off a zombie attack during a zombie apocalypse in the East End of London.,19.686,413,5.685,0,0
116979,Movie,Chained,Jennifer Lynch,"Vincent D'Onofrio, Eamon Farren, Evan Bird, Julia Ormond, Conor Leslie",Canada,2012-10-02,2012,6.9,,"Horror, Thriller, Drama",en,"A serial killer kidnaps a young boy after murdering his mother, then raises him to be his accomplice. After years in captivity, the boy must choose between escaping or following in his captor's bloody footprints.",19.645,492,6.9,0,77839
75638,Movie,Red Lights,Rodrigo Cortés,"Sigourney Weaver, Robert De Niro, Cillian Murphy, Elizabeth Olsen, Toby Jones","Spain, United States of America",2012-03-02,2012,6.2,,Thriller,en,"Two investigators of paranormal hoaxes, the veteran Dr. Margaret Matheson and her young assistant, Tom Buckley, study the most varied metaphysical phenomena with the aim of proving their fraudulent origins. Simon Silver, a legendary blind psychic, reappears after an enigmatic absence of 30 years to become the greatest international challenge to both orthodox science and professional sceptics. Tom starts to develop an intense obsession with Silver, whose magnetism becomes stronger with each new manifestation of inexplicable events. As Tom gets closer to Silver, tension mounts, and his worldview is threatened to its core.",19.64,1268,6.2,14000000,13551174
83666,Movie,Moonrise Kingdom,Wes Anderson,"Jared Gilman, Kara Hayward, Bruce Willis, Edward Norton, Bill Murray",United States of America,2012-05-16,2012,7.685,,"Comedy, Drama, Romance",en,"Set on an island off the coast of New England in the summer of 1965, Moonrise Kingdom tells the story of two twelve-year-olds who fall in love, make a secret pact, and run away together into the wilderness. As various authorities try to hunt them down, a violent storm is brewing off-shore – and the peaceful island community is turned upside down in more ways than anyone can handle.",19.607,5906,7.685,16000000,68263166
103686,Movie,Paradise: Love,Ulrich Seidl,"Margarethe Tiesel, Peter Kazungu, Inge Maux, Dunja Sowinetz, Helen Brugat","Austria, France, Germany",2012-04-27,2012,6.8,,Drama,de,"On the beaches of Kenya they’re known as ""Sugar Mamas"" —European women who seek out African boys selling love to earn a living. Teresa, a 50-year-old Austrian and mother of a daughter entering puberty, travels to this vacation paradise, moving from beach to beach.",19.586,198,6.8,3600000,24267
93856,Movie,Chernobyl Diaries,Bradley Parker,"Olivia Taylor Dudley, Jesse McCartney, Devin Kelley, Jonathan Sadowski, Ingrid Bolsø Berdal",United States of America,2012-05-24,2012,5.3,,"Horror, Thriller",en,"A group of six tourists looking to go off the beaten path, hire an 'extreme tour guide' who, ignoring warnings, takes them into the city of Pripyat, the former home to the workers of the Chernobyl nuclear reactor, but now a deserted town since the disaster more than 25 years earlier. After a brief exploration of the abandoned city, the group members find themselves stranded, only to discover that they are not alone.",19.554,1585,5.3,1000000,38390020
106021,Movie,Erased,Philipp Stölzl,"Aaron Eckhart, Liana Liberato, Olga Kurylenko, Garrick Hagon, Eric Godon","Belgium, Canada, United Kingdom, United States of America",2012-08-23,2012,6.1,,"Action, Thriller",en,A former agent of the CIA and his estranged daughter go on the run after his employers target them for assassination.,19.519,739,6.1,12000000,0
126319,Movie,Ernest & Celestine,"Stéphane Aubier, Vincent Patar, Benjamin Renner","Anne-Marie Loop, Lambert Wilson, Pauline Brunner, Patrice Melennec, Brigitte Virtudes","Belgium, France, Luxembourg",2012-12-12,2012,7.8,,"Animation, Comedy, Drama, Family, Adventure",fr,"Celestine is a little mouse trying to avoid a dental career while Ernest is a big bear craving an artistic outlet. When Celestine meets Ernest, they overcome their natural enmity by forging a life of crime together.",19.463,608,7.8,12516654,8109160
77866,Movie,Contraband,Baltasar Kormákur,"Mark Wahlberg, Kate Beckinsale, Ben Foster, Giovanni Ribisi, Lukas Haas","Iceland, United Kingdom, United States of America",2012-01-12,2012,6.331,,"Thriller, Action, Drama, Crime",en,"When his brother-in-law runs afoul of a drug lord, family man Chris Farraday turns to a skill he abandoned long ago—smuggling—to repay the debt. But the job goes wrong, and Farraday finds himself wanted by cops, crooks and killers alike.",19.333,2072,6.331,25000000,96262212
119698,Movie,The Dinosaur Project,Sid Bennett,"Natasha Loring, Matt Kane, Richard Dillane, Peter Brooke, Stephen Jennings",United Kingdom,2012-08-09,2012,5.8,,"Adventure, Action, Horror",en,Found footage of an expedition into the Congo jungle where a team of explorers stumbles upon a colony of Dinosaurs.,19.269,304,5.8,0,2412576
75629,Movie,Evangelion: 3.0 You Can (Not) Redo,"Hideaki Anno, Masayuki, Mahiro Maeda, Kazuya Tsurumaki","Megumi Ogata, Yuko Miyamura, Akira Ishida, Megumi Hayashibara, Maaya Sakamoto",Japan,2012-11-17,2012,7.2,,"Animation, Science Fiction, Action, Drama",ja,"Fourteen years after Third Impact, Shinji Ikari awakens to a world he does not remember. He hasn't aged. Much of Earth is laid in ruins, NERV has been dismantled, and people who he once protected have turned against him. Befriending the enigmatic Kaworu Nagisa, Shinji continues the fight against the angels and realizes the fighting is far from over, even when it could be against his former allies. The characters' struggles continue amidst the battles against the angels and each other, spiraling down to what could inevitably be the end of the world.",19.22,830,7.2,13000000,67282623
87826,Movie,Here Comes the Boom,Frank Coraci,"Kevin James, Salma Hayek Pinault, Henry Winkler, Greg Germann, Joe Rogan",United States of America,2012-10-10,2012,6.188,,"Comedy, Action, Drama",en,A high school biology teacher moonlights as a mixed-martial arts fighter in an effort to raise money to save the school's music program.,19.166,1463,6.188,42000000,73100000
